Tray,Vial,Description,Identifier 2
1,1,EV,standard
1,2,PZ,standard
1,3,UT2,standard
1,4,EV,standard
1,5,Mill Creek Porter Fork Upper-01,22-254
1,6,Porter Fork-02,22-254
1,7,Mill Creek  Porter Fork Lower-03,22-254
1,8,Mill Creek Upstream of Church Fork-04,22-254
1,9,Church Fork-05,22-254
1,10,Mill Creek Down Stream of Church Fork-06,22-254
1,11,Gate House-07,22-254
1,12,TALL4-D-5,22-233
1,13,EV,standard
1,14,TALL4-A-1,22-233
1,15,TALL4-D-1,22-233
1,16,TALL4-B-4,22-233
1,17,TALL4-3040-2,22-233
1,18,TALL4-deep-2,22-233
1,19,TALL4-1020-2,22-233
1,20,TALL4-2030-1,22-233
1,21,TALL4-C-1,22-233
1,22,EV,standard
1,23,TALL4-3040-1,22-233
1,24,TALL4-C-5,22-233
1,25,TALL4-C-3,22-233
1,26,TALL4-A-2,22-233
1,27,TALL4-D-2,22-233
1,28,TALL4-C-4,22-233
1,29,TALL4-B-1,22-233
1,30,TALL4-A-4,22-233
1,31,EV,standard
1,32,TALL4-D-3,22-233
1,33,TALL4-A-5,22-233
1,34,TALL4-3040-3,22-233
1,35,TALL4-010-2,22-233
1,36,TALL4-2030-3,22-233
1,37,TALL4-C-2,22-233
1,38,TALL4-B-2,22-233
1,39,TALL4-1020-3,22-233
1,40,EV,standard
1,41,TALL4-010-3,22-233
1,42,TALL4-B-3,22-233
1,43,TALL4-deep-3,22-233
1,44,TALL4-010-1,22-233
1,45,TALL4-B-5,22-233
1,46,TALL4-D-4,22-233
1,47,TALL4-A-3,22-233
1,48,TALL4-2030-2,22-233
1,49,EV,standard
1,50,TALL4-1020-1,22-233
1,51,EV,standard
