Tray,Vial,Description,Identifier 2
1,1,EV,standard
1,2,PZ,standard
1,3,UT2,standard
1,4,EV,standard
1,5,CPER5-A-4,22-261
1,6,CPER5-D-4,22-261
1,7,CPER5-3040-3,22-261
1,8,CPER5-010-1,22-261
1,9,CPER5-deep-1,22-261
1,10,CPER5-deep-2,22-261
1,11,CPER5-010-2,22-261
1,12,CPER5-deep-3,22-261
1,13,EV,standard
1,14,CPER5-1020-2,22-261
1,15,CPER5-3040-2,22-261
1,16,CPER5-C-4,22-261
1,17,CPER5-2030-3,22-261
1,18,CPER5-1020-3,22-261
1,19,CPER5-010-3,22-261
1,20,CPER5-3040-1,22-261
1,21,CPER5-A-2,22-261
1,22,EV,standard
1,23,CPER5-C-3,22-261
1,24,CPER5-D-2,22-261
1,25,CPER5-D-1,22-261
1,26,CPER5-2030-1,22-261
1,27,CPER5-1020-1,22-261
1,28,CPER5-D-3,22-261
1,29,CPER5-C-1,22-261
1,30,CPER5-C-2,22-261
1,31,EV,standard
1,32,BA6,22-282
1,33,BA7,22-282
1,34,BA8,22-282
1,35,BA9,22-282
1,36,BA10,22-282
1,37,BA11,22-282
1,38,BA12,22-282
1,39,BA13,22-282
1,40,EV,standard
1,41,BA14,22-282
1,42,BA15,22-282
1,43,BA16,22-282
1,44,CO1,22-282
1,45,CO2,22-282
1,46,CO3,22-282
1,47,CO4,22-282
1,48,CO5,22-282
1,49,EV,standard
1,50,CO6,22-282
1,51,CO7,22-282
1,52,CO8,22-282
1,53,CO9,22-282
1,54,CO10,22-282
1,55,CO11,22-282
1,56,CO12,22-282
1,57,CO13,22-282
1,58,EV,standard
