Tray,Vial,Description,Identifier 2
1,1,EV,standard
1,2,PZ,standard
1,3,UT2,standard
1,4,EV,standard
1,5,CAMP WILLIAM 9-12-22 CANAL,23-156
1,6,CAMP WILLIAMS 10-5-22 CANAL,23-156
1,7,SPRING 5 10-5-22,23-156
1,8,SPRING 1 9-12-22,23-156
1,9,SPRING 1 10-5-22,23-156
1,10,SPRING 5 9-12-22,23-156
1,11,SPRING 6 10-5-22,23-156
1,12,SPRING 9-12-22,23-156
1,13,EV,standard
1,14,CANAL RIVER 2-10-23,23-156
1,15,SPRING 6 2-10-23,23-156
1,16,SPRING 5 2-10-23,23-156
1,17,SPRING 1 2-10-23,23-156
1,18,SPRING 1 1-12-23,23-156
1,19,SPRING 5 1-12-23,23-156
1,20,CANAL RIVER 1-12-23,23-156
1,21,SPRING 6 11-10-22,23-156
1,22,EV,standard
1,23,SPRING 5 11-10-22,23-156
1,24,CANAL RIVER 11-10-22,23-156
1,25,SPRING1 11-10-22,23-156
1,26,SPRING 6 12-9-22,23-156
1,27,SPRING5 12-9-22,23-156
1,28,SPRING6 1-12-23,23-156
1,29,CANAL RIVER 12-9-22,23-156
1,30,SPRING1 12-9-22,23-156
1,31,EV,standard
1,32,CPER4-C-3,23-083
1,33,CPER4-C-1,23-083
1,34,CPER4-A-3,23-083
1,35,CPER4-A-5,23-083
1,36,CPER4-D-3,23-083
1,37,CPER4-E-1,23-083
1,38,CPER4-D-5,23-083
1,39,EV,standard
