Tray,Vial,Description,Identifier 2
1,1,EV,standard
1,2,PZ,standard
1,3,UT2,standard
1,4,EV,standard
1,5,UNDE1-A-5,20-196
1,6,UNDE1-C-4,20-196
1,7,UNDE1-E-4,20-196
1,8,CPER1-C-2,20-196
1,9,UNDE1-E-1,20-196
1,10,UNDE1-A-2,20-196
1,11,UNDE1-C-3,20-196
1,12,UNDE1-B-3,20-196
1,13,EV,standard
1,14,UNDE1-E-3,20-196
1,15,UNDE1-B-1,20-196
1,16,UNDE1-B-4,20-196
1,17,UNDE1-D-1,20-196
1,18,UNDE1-C-5,20-196
1,19,UNDE1-D-3,20-196
1,20,UNDE1-D-5,20-196
1,21,UNDE1-A-1,20-196
1,22,EV,standard
1,23,UNDE1-D-2,20-196
1,24,UNDE1-D-4,20-196
1,25,UNDE1-A-3,20-196
1,26,UNDE1-E-5,20-196
1,27,UNDE1-B-5,20-196
1,28,UNDE1-B-2,20-196
1,29,NIWO1-A-4,20-196
1,30,WOOD1-C-2,20-196
1,31,EV,standard
