Tray,Vial,Description,Identifier 2
1,1,EV,standard
1,2,PZ,standard
1,3,UT2,standard
1,4,EV,standard
1,5,SJER5-C-5,23-080
1,6,SJER5-A-3,23-080
1,7,SJER5-C-2,23-080
1,8,SJER5-B-5,23-080
1,9,SJER5-B-1,23-080
1,10,SJER5-C-3,23-080
1,11,SJER5-A-2,23-080
1,12,SJER5-C-1,23-080
1,13,EV,standard
1,14,SJER5-B-4,23-080
1,15,SJER5-C-4,23-080
1,16,SJER5-B-3,23-080
1,17,SJER5-A-1,23-080
1,18,SJER5-1020-3,23-080
1,19,SJER5-010-2,23-080
1,20,SJER5-2030-2,23-080
1,21,SJER5-1020-2,23-080
1,22,EV,standard
1,23,SJER5-010-3,23-080
1,24,SJER5-3040-1,23-080
1,25,SJER5-010-1,23-080
1,26,SJER5-2030-1,23-080
1,27,SJER5-1020-1,23-080
1,28,SJER5-deep-1,23-080
1,29,SJER5-2030-3,23-080
1,30,SJER5-B-2,23-080
1,31,EV,standard
